County,Cases,Deaths
Bear River,2335,7
Central Utah,430,2
Davis,3256,21
Salt Lake,20903,200
San Juan,653,25
Southeast Utah,0,1
Southwest Utah,0,26
Summit,714,1
Tooele,584,0
TriCounty,181,0
Utah,8887,37
Wasatch,576,4
Weber-Morgan,2878,25
Carbon,55,0
Emery,16,0
Grand,52,0
Total,41520,349
