County,Cases,Deaths
Adams,233,18
Alcorn,38,1
Amite,76,2
Attala,337,23
Benton,23,0
Bolivar,223,13
Calhoun,99,4
Carroll,135,11
Chickasaw,202,17
Choctaw,65,3
Claiborne,172,9
Clarke,183,21
Clay,218,6
Coahoma,160,6
Copiah,492,11
Covington,246,5
Desoto,948,15
Forrest,737,42
Franklin,31,2
George,58,3
Greene,71,5
Grenada,211,4
Hancock,103,13
Harrison,499,7
Hinds,1589,33
Holmes,491,37
Humphreys,95,9
Issaquena,0,0
Itawamba,112,8
Jackson,425,16
Jasper,216,6
Jefferson,64,2
Jefferson Davis,92,3
Jones,952,47
Kemper,168,13
Lafayette,269,4
Lamar,353,7
Lauderdale,850,77
Lawrence,134,1
Leake,505,16
Lee,388,14
Leflore,430,48
Lincoln,384,32
Lowndes,392,10
Madison,1014,31
Marion,196,10
Marshall,144,3
Monroe,314,28
Montgomery,105,1
Neshoba,907,60
Newton,324,8
Noxubee,224,6
Oktibbeha,426,20
Panola,190,5
Pearl River,227,32
Perry,55,4
Pike,289,11
Pontotoc,146,3
Prentiss,80,3
Quitman,49,0
Rankin,620,12
Scott,707,14
Sharkey,16,0
Simpson,170,2
Smith,190,11
Stone,43,1
Sunflower,172,5
Tallahatchie,68,1
Tate,192,4
Tippah,107,11
Tishomingo,55,1
Tunica,77,3
Union,131,8
Walthall,140,1
Warren,347,14
Washington,323,9
Wayne,441,8
Webster,122,10
Wilkinson,85,9
Winston,193,3
Yalobusha,133,7
Yazoo,407,6
Total,22898,989
