County,Cases,Deaths
Adams,263,18
Alcorn,55,1
Amite,81,2
Attala,350,23
Benton,27,0
Bolivar,261,13
Calhoun,119,4
Carroll,157,11
Chickasaw,254,18
Choctaw,71,4
Claiborne,228,10
Clarke,198,24
Clay,240,10
Coahoma,183,6
Copiah,562,14
Covington,290,5
Desoto,1311,15
Forrest,798,42
Franklin,38,2
George,73,3
Greene,91,7
Grenada,367,5
Hancock,120,13
Harrison,719,8
Hinds,2111,39
Holmes,520,40
Humphreys,120,9
Issaquena,6,1
Itawamba,122,8
Jackson,505,16
Jasper,245,6
Jefferson,84,3
Jefferson Davis,103,4
Jones,1061,49
Kemper,174,13
Lafayette,339,4
Lamar,407,7
Lauderdale,879,78
Lawrence,154,1
Leake,547,19
Lee,477,16
Leflore,469,48
Lincoln,434,34
Lowndes,444,11
Madison,1206,34
Marion,240,11
Marshall,196,3
Monroe,355,29
Montgomery,116,2
Neshoba,952,68
Newton,328,9
Noxubee,245,8
Oktibbeha,483,24
Panola,254,6
Pearl River,239,32
Perry,59,4
Pike,356,12
Pontotoc,231,4
Prentiss,97,3
Quitman,67,0
Rankin,816,12
Scott,742,15
Sharkey,24,0
Simpson,218,3
Smith,204,11
Stone,51,1
Sunflower,280,6
Tallahatchie,94,3
Tate,245,7
Tippah,121,11
Tishomingo,65,1
Tunica,89,3
Union,172,9
Walthall,169,4
Warren,425,17
Washington,465,9
Wayne,515,11
Webster,123,10
Wilkinson,89,9
Winston,240,5
Yalobusha,152,7
Yazoo,467,6
Total,27247,1073
