County,Cases,Deaths
Adams,367,20
Alcorn,111,2
Amite,111,3
Attala,386,24
Benton,47,0
Bolivar,416,18
Calhoun,170,5
Carroll,183,11
Chickasaw,302,19
Choctaw,76,4
Claiborne,315,11
Clarke,228,25
Clay,262,11
Coahoma,235,6
Copiah,675,16
Covington,450,5
Desoto,2009,20
Forrest,1043,43
Franklin,57,2
George,125,3
Greene,116,10
Grenada,625,9
Hancock,152,13
Harrison,1183,16
Hinds,3041,54
Holmes,598,41
Humphreys,174,10
Issaquena,11,1
Itawamba,147,8
Jackson,804,19
Jasper,282,6
Jefferson,137,3
Jefferson Davis,125,4
Jones,1231,49
Kemper,184,14
Lafayette,509,4
Lamar,584,7
Lauderdale,972,81
Lawrence,216,2
Leake,635,20
Lee,630,22
Leflore,539,56
Lincoln,538,35
Lowndes,549,17
Madison,1508,39
Marion,349,12
Marshall,297,3
Monroe,460,36
Montgomery,186,3
Neshoba,1045,77
Newton,377,10
Noxubee,279,9
Oktibbeha,623,28
Panola,461,6
Pearl River,308,32
Perry,91,4
Pike,511,20
Pontotoc,363,6
Prentiss,127,4
Quitman,101,1
Rankin,1137,19
Scott,831,15
Sharkey,48,0
Simpson,453,3
Smith,256,12
Stone,77,2
Sunflower,505,8
Tallahatchie,197,4
Tate,395,13
Tippah,147,11
Tishomingo,109,1
Tunica,126,3
Union,256,12
Walthall,274,8
Warren,600,21
Washington,753,13
Wayne,568,19
Webster,135,11
Wilkinson,101,9
Winston,302,11
Yalobusha,208,9
Yazoo,566,7
Total,36680,1250
