County,Cases,Deaths
Adams,242,18
Alcorn,47,1
Amite,81,2
Attala,341,23
Benton,25,0
Bolivar,233,13
Calhoun,108,4
Carroll,141,11
Chickasaw,217,18
Choctaw,68,3
Claiborne,200,10
Clarke,193,22
Clay,229,7
Coahoma,175,6
Copiah,528,12
Covington,253,5
Desoto,1091,15
Forrest,759,42
Franklin,32,2
George,60,3
Greene,75,5
Grenada,252,4
Hancock,112,13
Harrison,562,7
Hinds,1772,34
Holmes,501,39
Humphreys,107,9
Issaquena,2,0
Itawamba,112,8
Jackson,458,16
Jasper,221,6
Jefferson,69,3
Jefferson Davis,94,3
Jones,994,48
Kemper,170,13
Lafayette,303,4
Lamar,369,7
Lauderdale,864,78
Lawrence,140,1
Leake,520,17
Lee,429,15
Leflore,439,48
Lincoln,411,32
Lowndes,412,10
Madison,1082,31
Marion,215,10
Marshall,160,3
Monroe,328,28
Montgomery,110,2
Neshoba,922,63
Newton,325,8
Noxubee,234,7
Oktibbeha,448,21
Panola,221,5
Pearl River,232,32
Perry,56,4
Pike,321,11
Pontotoc,175,3
Prentiss,85,3
Quitman,56,0
Rankin,682,12
Scott,721,14
Sharkey,20,0
Simpson,187,2
Smith,199,11
Stone,48,1
Sunflower,209,6
Tallahatchie,85,1
Tate,221,5
Tippah,115,11
Tishomingo,58,1
Tunica,81,3
Union,150,8
Walthall,163,3
Warren,371,16
Washington,369,9
Wayne,461,9
Webster,124,10
Wilkinson,87,9
Winston,217,4
Yalobusha,141,7
Yazoo,426,6
Total,24516,1016
