County,Cases,Deaths
Adams,429,22
Alcorn,161,2
Amite,143,4
Attala,406,23
Benton,77,0
Bolivar,570,18
Calhoun,249,5
Carroll,220,11
Chickasaw,342,19
Choctaw,91,4
Claiborne,344,11
Clarke,253,25
Clay,299,12
Coahoma,422,7
Copiah,755,20
Covington,469,6
Desoto,2394,20
Forrest,1197,45
Franklin,72,2
George,179,3
Greene,157,10
Grenada,711,15
Hancock,204,14
Harrison,1456,18
Hinds,3691,70
Holmes,640,43
Humphreys,209,10
Issaquena,15,1
Itawamba,191,8
Jackson,1115,22
Jasper,291,6
Jefferson,142,3
Jefferson Davis,153,4
Jones,1382,53
Kemper,198,15
Lafayette,596,4
Lamar,807,8
Lauderdale,1090,83
Lawrence,208,2
Leake,683,21
Lee,820,24
Leflore,648,56
Lincoln,602,36
Lowndes,650,17
Madison,1740,45
Marion,414,12
Marshall,384,4
Monroe,518,44
Montgomery,224,3
Neshoba,1086,81
Newton,435,10
Noxubee,312,10
Oktibbeha,697,27
Panola,576,6
Pearl River,371,32
Perry,117,5
Pike,596,25
Pontotoc,495,6
Prentiss,192,6
Quitman,129,1
Rankin,1459,22
Scott,886,16
Sharkey,65,0
Simpson,537,5
Smith,307,12
Stone,104,2
Sunflower,656,11
Tallahatchie,293,4
Tate,486,18
Tippah,193,11
Tishomingo,165,1
Tunica,147,3
Union,325,11
Walthall,353,12
Warren,727,22
Washington,1056,18
Wayne,636,20
Webster,144,11
Wilkinson,129,11
Winston,348,13
Yalobusha,237,9
Yazoo,619,7
Total,43889,1358
