County,Cases,Deaths
Adams,163,15
Alcorn,11,1
Amite,38,0
Attala,206,5
Benton,14,0
Bolivar,120,9
Calhoun,58,4
Carroll,105,4
Chickasaw,95,10
Choctaw,17,2
Claiborne,41,0
Clarke,90,9
Clay,72,3
Coahoma,72,3
Copiah,170,1
Covington,99,1
Desoto,350,5
Forrest,336,23
Franklin,19,1
George,16,1
Greene,6,1
Grenada,55,2
Hancock,75,10
Harrison,210,6
Hinds,698,17
Holmes,231,19
Humphreys,39,4
Itawamba,71,7
Jackson,278,13
Jasper,97,3
Jefferson,32,0
Jefferson Davis,60,1
Jones,264,6
Kemper,99,7
Lafayette,102,3
Lamar,158,4
Lauderdale,523,45
Lawrence,71,0
Leake,323,5
Lee,81,4
Leflore,192,21
Lincoln,191,15
Lowndes,93,4
Madison,493,15
Marion,86,7
Marshall,62,2
Monroe,203,21
Montgomery,69,1
Neshoba,338,16
Newton,155,1
Noxubee,117,2
Oktibbeha,94,6
Panola,45,2
Pearl River,190,25
Perry,35,1
Pike,173,10
Pontotoc,24,2
Prentiss,36,2
Quitman,18,0
Rankin,262,6
Scott,483,6
Sharkey,5,0
Simpson,65,0
Smith,107,7
Stone,23,0
Sunflower,64,3
Tallahatchie,14,1
Tate,54,0
Tippah,66,11
Tishomingo,10,0
Tunica,40,2
Union,55,4
Walthall,42,0
Warren,123,2
Washington,87,4
Wayne,29,0
Webster,22,1
Wilkinson,78,9
Winston,67,0
Yalobusha,44,0
Yazoo,171,2
Total,10090,465
