"County","Cases","Deaths"
"Belknap","202","5"
"Carroll","137","2"
"Cheshire","176","3"
"Coos","34","0"
"Grafton","187","1"
"Hillsborough","5196","312"
"Merrimack","807","26"
"Rockingham","2426","105"
"Strafford","665","14"
"Sullivan","70","1"
"Unknown","17","0"
"Total","9917","469"
