County,Cases,Deaths
Allegan,4,0
Arenac,1,0
Bay,6,0
Berrien,4,0
Branch,4,0
Calhoun,3,0
Charlevoix,2,0
Cheboygan,1,1
Clinton,5,0
Detroit City,408,14
Eaton,6,0
Emmet,1,0
Genesee,42,4
Gladwin,1,0
Grand Traverse,1,1
Hillsdale,11,0
Houghton,1,0
Ingham,16,0
Iosco,1,1
Isabella,1,0
Jackson,12,0
Kalamazoo,5,2
Kent,17,0
Lapeer,5,0
Lenawee,3,0
Livingston,8,0
Macomb,278,13
Manistee,3,0
Marquette,4,1
Midland,1,0
Monroe,6,0
Montcalm,1,0
Muskegon,1,0
Oakland,245,6
Osceola,1,0
Otsego,2,1
Ottawa,2,0
Saginaw,13,0
Sanilac,3,0
Shiawassee,4,0
St Clair,19,2
Tuscola,5,0
Washtenaw,24,0
Wayne,258,15
Other*,1,0
Unknown,36,0
Out of State,9,0
Total,1485,61
