County,Cases,Deaths
Allegan,4,0
Barry,1,0
Bay,6,0
Benzie,1,0.0
Berrien,2,0
Branch,3,1
Calhoun,8,0
Cass,1,0
Cheboygan,1,0
Chippewa,1,0
Clinton,1,0
Delta,2,0
Detroit City,537,27
Eaton,2,0
Emmet,6,0
Genesee,40,3
Gladwin,1,0
Hillsdale,7,1
Ingham,4,1
Ionia,2,0
Iosco,1,0
Isabella,2,0
Jackson,9,0
Kalamazoo,8,0
Kalkaska,0,1
Kent,12,1
Lapeer,18,0
Lenawee,4,0
Livingston,6,0
Macomb,165,5
Marquette,3,0
Mecosta,2,0
Midland,1,0
Monroe,7,0
Montcalm,1,0
Muskegon,0,2
Oakland,250,21
Ogemaw,1,0
Ontonagon,1,0.0
Otsego,2,0
Ottawa,5,0
Roscommon,3,0
Saginaw,15,0
Shiawassee,1,0
St Clair,9,0
St Joseph,1,0
Tuscola,2,0
Van Buren,2,0
Washtenaw,17,0
Wayne,219,14
Wexford,1,0
Other*,50,0
Unknown,47,0
Total,1495,77
