County,Cases,Deaths
Arenac,1,0
Bay,8,0
Berrien,8,0
Branch,2,0
Calhoun,8,0
Clinton,9,0
Delta,1,0
Detroit City,348,29
Eaton,6,1
Emmet,1,0
Genesee,75,6
Hillsdale,7,0
Ingham,16,1
Ionia,2,0
Jackson,12,0
Kalamazoo,3,2
Kent,20,2
Lapeer,8,2
Leelanau,1,0
Lenawee,4,0
Livingston,19,0
Macomb,212,20
Midland,2,1
Monroe,23,0
Montcalm,2,0
Muskegon,1,0
Oakland,271,29
Otsego,1,0
Ottawa,3,0
Saginaw,33,3
Sanilac,5,0
Schoolcraft,1,0.0
Shiawassee,3,0
St Clair,11,0
St Joseph,2,0
Tuscola,1,0
Van Buren,1,0
Washtenaw,51,2
Wayne,233,15
Other*,44,1
Out of State,8,0
Total,1467,114
