County,Cases,Deaths
Bay,1,0
Berrien,7,0
Calhoun,4,0
Cass,2,0
Cheboygan,1,0
Clinton,1,0
Detroit City,165,5
Genesee,17,0
Gladwin,1,0
Grand Traverse,1,0
Gratiot,1,0
Hillsdale,3,1
Huron,2,0
Ingham,11,0
Isabella,0,1
Jackson,4,1
Kalamazoo,4,0
Kent,19,0
Lenawee,4,0
Livingston,18,0
Macomb,86,3
Marquette,1,0
Monroe,4,0
Muskegon,6,0
Oakland,152,3
Oceana,1,0
Osceola,1,0
Otsego,3,0
Ottawa,2,0
Saginaw,5,0
Shiawassee,3,0
St. Clair,4,0
Washtenaw,46,2
Wayne,223,5
Other*,30,0
Out of State,3,0
Total,836,21
