County,Cases,Deaths
Alpena,1,0.0
Barry,3,1
Bay,1,0
Berrien,6,1
Calhoun,7,1
Cass,2,0
Clinton,5,0
Crawford,3,0
Detroit City,223,32
Eaton,2,0
Genesee,42,9
Gladwin,1,0
Hillsdale,2,2
Houghton,1,0
Ingham,9,0
Ionia,2,0
Isabella,1,0
Jackson,11,1
Kalamazoo,3,1
Kent,14,1
Lapeer,11,3
Lenawee,3,0
Livingston,13,1
Macomb,202,53
Marquette,2,1
Mason,1,0
Monroe,6,1
Montcalm,1,0
Muskegon,17,1
Newaygo,1,0
Oakland,291,17
Saginaw,9,4
Shiawassee,9,0
St Clair,5,0
St Joseph,1,0
Tuscola,0,2
Van Buren,0,1
Washtenaw,36,3
Wayne,338,28
MDOC,59,1
FCI,2,0
Unknown,13,0
Out of State,9,1
Total,1368,166
