County,Cases,Deaths
ADAMS,1062,0
ALLEGHENY,14687,0
ARMSTRONG,622,0
BEAVER,2214,0
BEDFORD,369,0
BERKS,8698,0
BLAIR,1116,0
BRADFORD,613,0
BUCKS,9848,0
BUTLER,1555,0
CAMBRIA,986,0
CAMERON,8,0
CARBON,561,0
CENTRE,3908,0
CHESTER,7791,0
CLARION,200,0
CLEARFIELD,427,0
CLINTON,249,0
COLUMBIA,1041,0
CRAWFORD,438,0
CUMBERLAND,2391,0
DAUPHIN,4556,0
DELAWARE,12972,0
ELK,143,0
ERIE,1962,0
FAYETTE,974,0
FOREST,18,0
FRANKLIN,2081,0
FULTON,64,0
GREENE,220,0
HUNTINGDON,835,0
INDIANA,1028,0
JEFFERSON,158,0
JUNIATA,223,0
LACKAWANNA,3536,0
LANCASTER,9205,0
LAWRENCE,800,0
LEBANON,2760,0
LEHIGH,6318,0
LUZERNE,5011,0
LYCOMING,914,0
MCKEAN,112,0
MERCER,969,0
MIFFLIN,349,0
MONROE,1968,0
MONTGOMERY,13428,0
MONTOUR,291,0
NORTHAMPTON,5184,0
NORTHUMBERLAND NC,1420,0
PERRY,347,0
PHILADELPHIA,36938,0
PIKE,614,0
POTTER,43,0
SCHUYLKILL,1769,0
SNYDER,465,0
SOMERSET,355,0
SULLIVAN,17,0
SUSQUEHANNA,390,0
TIOGA,173,0
UNION,672,0
VENANGO,203,0
WARREN,62,0
WASHINGTON,1818,0
WAYNE,283,0
WESTMORELAND,3900,0
WYOMING,110,0
YORK,6137,0
Total,190579,0
