County,Cases,Deaths
ADAMS,864,0
ALLEGHENY,12527,0
ARMSTRONG,456,0
BEAVER,1953,0
BEDFORD,253,0
BERKS,7258,0
BLAIR,741,0
BRADFORD,183,0
BUCKS,8984,0
BUTLER,1101,0
CAMBRIA,639,0
CAMERON,8,0
CARBON,473,0
CENTRE,2854,0
CHESTER,6998,0
CLARION,130,0
CLEARFIELD,339,0
CLINTON,209,0
COLUMBIA,933,0
CRAWFORD,321,0
CUMBERLAND,1945,0
DAUPHIN,3897,0
DELAWARE,11621,0
ELK,76,0
ERIE,1603,0
FAYETTE,822,0
FOREST,15,0
FRANKLIN,1807,0
FULTON,52,0
GREENE,191,0
HUNTINGDON,431,0
INDIANA,754,0
JEFFERSON,117,0
JUNIATA,195,0
LACKAWANNA,2656,0
LANCASTER,8102,0
LAWRENCE,548,0
LEBANON,2112,0
LEHIGH,5731,0
LUZERNE,4157,0
LYCOMING,724,0
MCKEAN,60,0
MERCER,757,0
MIFFLIN,232,0
MONROE,1816,0
MONTGOMERY,12397,0
MONTOUR,200,0
NORTHAMPTON,4554,0
NORTHUMBERLAND NC,1098,0
PERRY,239,0
PHILADELPHIA,32590,0
PIKE,589,0
POTTER,30,0
SCHUYLKILL,1224,0
SNYDER,366,0
SOMERSET,231,0
SULLIVAN,13,0
SUSQUEHANNA,300,0
TIOGA,83,0
UNION,490,0
VENANGO,95,0
WARREN,44,0
WASHINGTON,1403,0
WAYNE,253,0
WESTMORELAND,2353,0
WYOMING,79,0
YORK,5008,0
Total,161284,0
