County,Cases,Deaths
Addison,67,2
Bennington,69,1
Caledonia,17,0
Chittenden,579,39
Essex,3,0
Franklin,102,6
Grand Isle,8,0
Lamoille,30,1
Orange,9,0
Orleans,14,0
Rutland,61,1
Washington,41,1
Windham,87,3
Windsor,55,2
Total,1142,56
