Addison County,67,2
Bennington County,68,1
Caledonia County,16,0
Chittenden County,574,39
Essex County,3,0
Franklin County,102,6
Grand Isle County,8,0
Lamoille County,29,1
Orange County,9,0
Orleans County,13,0
Pending Validation,5,0
Rutland County,60,1
Washington County,41,1
Windham County,85,3
Windsor County,55,2
Total,1135,56
