County,Cases,Deaths
Anderson,300,0
Bedford,688,0
Benton,30,0
Bledsoe,641,0
Blount,538,0
Bradley,1239,0
Campbell,100,0
Cannon,71,0
Carroll,80,0
Carter,205,0
Cheatham,371,0
Chester,120,0
Claiborne,118,0
Clay,34,0
Cocke,217,0
Coffee,205,0
Crockett,105,0
Cumberland,255,0
Davidson,16223,0
Decatur,59,0
Dekalb,145,0
Dickson,390,0
Dyer,373,0
Fayette,473,0
Fentress,41,0
Franklin,164,0
Gibson,312,0
Giles,207,0
Grainger,74,0
Greene,223,0
Grundy,72,0
Hamblen,660,0
Hamilton,4341,0
Hancock,30,0
Hardeman,556,0
Hardin,203,0
Hawkins,145,0
Haywood,192,0
Henderson,175,0
Henry,63,0
Hickman,143,0
Houston,30,0
Humphreys,62,0
Jackson,72,0
Jefferson,264,0
Johnson,52,0
Knox,2413,0
Lake,702,0
Lauderdale,254,0
Lawrence,302,0
Lewis,19,0
Lincoln,143,0
Loudon,408,0
Macon,703,0
Madison,500,0
Marion,132,0
Marshall,166,0
Maury,665,0
McMinn,371,0
McNairy,162,0
Meigs,53,0
Monroe,185,0
Montgomery,1173,0
Moore,32,0
Morgan,42,0
Obion,175,0
Out of Sta,2184,0
Overton,91,0
Pending,1337,0
Perry,49,0
Pickett,10,0
Polk,70,0
Putnam,1214,0
Rhea,401,0
Roane,125,0
Robertson,1143,0
Rutherford,4618,0
Scott,36,0
Sequatchie,61,0
Sevier,1112,0
Shelby,16702,0
Smith,219,0
Stewart,47,0
Sullivan,427,0
Sumner,2505,0
Tipton,809,0
Trousdale,1543,0
Unicoi,69,0
Union,50,0
Van Buren,14,0
Warren,222,0
Washington,470,0
Wayne,150,0
Weakley,101,0
White,124,0
Williamson,2562,0
Wilson,1628,0
Total,79754,0
