County,Cases,Deaths
Anderson,759,0
Bedford,984,0
Benton,183,0
Bledsoe,749,0
Blount,1477,0
Bradley,2166,0
Campbell,271,0
Cannon,163,0
Carroll,394,0
Carter,634,0
Cheatham,637,0
Chester,274,0
Claiborne,306,0
Clay,89,0
Cocke,547,0
Coffee,608,0
Crockett,303,0
Cumberland,567,0
Davidson,21893,0
Decatur,239,0
Dekalb,387,0
Dickson,777,0
Dyer,737,0
Fayette,755,0
Fentress,122,0
Franklin,380,0
Gibson,819,0
Giles,415,0
Grainger,219,0
Greene,605,0
Grundy,130,0
Hamblen,1494,0
Hamilton,6801,0
Hancock,84,0
Hardeman,1056,0
Hardin,510,0
Hawkins,572,0
Haywood,608,0
Henderson,684,0
Henry,328,0
Hickman,305,0
Houston,66,0
Humphreys,140,0
Jackson,149,0
Jefferson,650,0
Johnson,349,0
Knox,5231,0
Lake,801,0
Lauderdale,565,0
Lawrence,639,0
Lewis,88,0
Lincoln,344,0
Loudon,809,0
Macon,864,0
Madison,1330,0
Marion,256,0
Marshall,369,0
Maury,1433,0
McMinn,609,0
McNairy,419,0
Meigs,121,0
Monroe,511,0
Montgomery,2150,0
Moore,75,0
Morgan,141,0
Obion,665,0
Out of Sta,3088,0
Overton,272,0
Pending,3182,0
Perry,90,0
Pickett,38,0
Polk,268,0
Putnam,1931,0
Rhea,581,0
Roane,533,0
Robertson,1638,0
Rutherford,7080,0
Scott,142,0
Sequatchie,122,0
Sevier,2038,0
Shelby,24692,0
Smith,479,0
Stewart,82,0
Sullivan,1197,0
Sumner,3636,0
Tipton,1256,0
Trousdale,1585,0
Unicoi,184,0
Union,177,0
Van Buren,45,0
Warren,592,0
Washington,1455,0
Wayne,236,0
Weakley,603,0
White,336,0
Williamson,3861,0
Wilson,2484,0
Total,133708,0
