County,Cases,Deaths
Anderson,1014,0
Bedford,1217,0
Benton,297,0
Bledsoe,822,0
Blount,2306,0
Bradley,2683,0
Campbell,389,0
Cannon,240,0
Carroll,736,0
Carter,1045,0
Cheatham,749,0
Chester,504,0
Claiborne,397,0
Clay,142,0
Cocke,708,0
Coffee,910,0
Crockett,458,0
Cumberland,1055,0
Davidson,25097,0
Decatur,396,0
Dekalb,522,0
Dickson,1110,0
Dyer,1125,0
Fayette,1039,0
Fentress,337,0
Franklin,734,0
Gibson,1323,0
Giles,507,0
Grainger,311,0
Greene,976,0
Grundy,175,0
Hamblen,1753,0
Hamilton,8722,0
Hancock,103,0
Hardeman,1447,0
Hardin,872,0
Hawkins,712,0
Haywood,847,0
Henderson,1027,0
Henry,545,0
Hickman,459,0
Houston,132,0
Humphreys,199,0
Jackson,279,0
Jefferson,1002,0
Johnson,533,0
Knox,7988,0
Lake,856,0
Lauderdale,867,0
Lawrence,848,0
Lewis,155,0
Lincoln,515,0
Loudon,1027,0
Macon,972,0
Madison,2272,0
Marion,430,0
Marshall,624,0
Maury,2010,0
McMinn,933,0
McNairy,696,0
Meigs,200,0
Monroe,943,0
Montgomery,2761,0
Moore,125,0
Morgan,281,0
Obion,971,0
Out of Sta,2609,0
Overton,593,0
Pending,2592,0
Perry,132,0
Pickett,88,0
Polk,365,0
Putnam,2695,0
Rhea,721,0
Roane,744,0
Robertson,2055,0
Rutherford,8492,0
Scott,182,0
Sequatchie,193,0
Sevier,2401,0
Shelby,28626,0
Smith,614,0
Stewart,119,0
Sullivan,1935,0
Sumner,4458,0
Tipton,1605,0
Trousdale,1638,0
Unicoi,251,0
Union,268,0
Van Buren,128,0
Warren,947,0
Washington,1944,0
Wayne,1472,0
Weakley,1009,0
White,668,0
Williamson,4755,0
Wilson,3162,0
Total,170891,0
