"County","Cases","Deaths"
"Bergen","1787","21316"
"Essex","1878","20088"
"Hudson","1344","20018"
"Middlesex","1214","18248"
"Passaic","1099","18144"
"Union","1186","16967"
"Ocean","958","10908"
"Monmouth","764","10573"
"Camden","530","8938"
"Mercer","585","8258"
"Morris","683","7399"
"Burlington","442","6260"
"Somerset","490","5341"
"Atlantic","238","3665"
"Gloucester","213","3545"
"Cumberland","147","3493"
"Warren","158","1379"
"Sussex","161","1362"
"Hunterdon","70","1190"
"Salem","82","953"
"CapeMay","85","874"
"Total","14114","188919"
