County,Cases,Deaths
Allegan,1,0
Barry,1,0
Bay,4,0
Berrien,18,0
Calhoun,9,0
Cass,1,0
Charlevoix,4,0
Clare,1,0
Clinton,8,0
Crawford,1,0
Detroit City,1075,23
Dickinson,1,0
Eaton,8,0
Emmet,3,0
Genesee,91,4
Gladwin,2,0
Gogebic,1,1
Grand Traverse,3,0
Gratiot,1,0
Hillsdale,6,0
Huron,1,0
Ingham,26,1
Ionia,2,0
Iosco,1,0
Isabella,4,0
Jackson,16,0
Kalamazoo,11,0
Kalkaska,4,0
Kent,45,1
Lapeer,4,0
Leelanau,1,0
Lenawee,8,0
Livingston,31,1
Macomb,404,14
Manistee,1,0
Marquette,1,0
Mecosta,1,1
Midland,8,0
Missaukee,1,0
Monroe,28,0
Montcalm,3,0
Muskegon,6,2
Newaygo,1,0
Oakland,824,26
Oceana,1,0
Ogemaw,1,0
Otsego,7,0
Ottawa,21,0
Roscommon,1,0
Saginaw,14,0
Sanilac,2,0
Shiawassee,2,0
St. Clair,15,0
Tuscola,2,1
Van Buren,3,0
Washtenaw,150,3
Wayne,735,14
Wexford,1,0
Other,23,0
Out of State,8,0
Total,3657,92
