County,Cases,Deaths
Addison,73,2
Bennington,85,1
Caledonia,26,0
Chittenden,724,39
Essex,4,0
Franklin,118,7
Grand Isle,13,0
Lamoille,43,1
Orange,14,0
Orleans,14,0
Rutland,99,1
Washington,53,2
Windham,102,3
Windsor,72,2
Total,1440,58
