County,Cases,Deaths
Addison,62,2
Bennington,61,1
Caledonia,15,0
Chittenden,440,38
Essex,3,0
Franklin,99,5
Grand Isle,6,0
Lamoille,29,1
Orange,8,0
Orleans,9,0
Pending Validation,5,0
Rutland,51,1
Washington,39,1
Windham,80,3
Windsor,49,2
Total,956,54
