County,Cases,Deaths
Adams,80,0
Barnes,362,1
Benson,511,10
Billings,33,0
Bottineau,290,16
Bowman,132,2
Burke,71,1
Burleigh,6817,78
Cass,9056,84
Cavalier,78,1
Dickey,283,1
Divide,62,1
Dunn,203,5
Eddy,201,3
Emmons,281,8
Foster,184,2
Golden Valley,114,0
Grand Forks,4020,20
Grant,71,3
Griggs,88,1
Hettinger,131,2
Kidder,100,2
LaMoure,204,8
Logan,128,1
McHenry,192,13
McIntosh,169,5
McKenzie,545,4
McLean,586,9
Mercer,482,3
Morton,2293,50
Mountrail,527,8
Nelson,163,3
Oliver,81,1
Pembina,212,0
Pierce,106,1
Ramsey,519,4
Ransom,190,2
Renville,108,2
Richland,476,3
Rolette,383,8
Sargent,127,2
Sheridan,52,1
Sioux,250,5
Slope,15,0
Stark,2342,34
Steele,47,0
Stutsman,895,6
Towner,101,5
Traill,279,3
Unknown,0,0
Walsh,485,2
Ward,2813,48
Wells,139,0
Williams,1830,16
Total,39907,488
