County,Cases,Deaths
Adams,62,0
Barnes,312,1
Benson,462,8
Billings,32,0
Bottineau,218,16
Bowman,109,2
Burke,55,1
Burleigh,5852,74
Cass,8010,81
Cavalier,65,1
Dickey,223,1
Divide,45,1
Dunn,194,5
Eddy,165,3
Emmons,271,8
Foster,160,2
Golden Valley,112,0
Grand Forks,3365,15
Grant,58,2
Griggs,74,1
Hettinger,111,2
Kidder,79,2
LaMoure,175,3
Logan,121,0
McHenry,152,12
McIntosh,159,4
McKenzie,454,4
McLean,489,9
Mercer,384,3
Morton,2013,48
Mountrail,443,6
Nelson,150,3
Oliver,70,1
Pembina,179,0
Pierce,69,0
Ramsey,437,4
Ransom,138,0
Renville,98,2
Richland,381,2
Rolette,291,7
Sargent,117,2
Sheridan,38,1
Sioux,218,4
Slope,12,0
Stark,2233,30
Steele,36,0
Stutsman,746,6
Towner,84,2
Traill,217,3
Unknown,0,0
Walsh,361,2
Ward,2132,26
Wells,83,0
Williams,1651,12
Total,34165,422
