County,Cases,Deaths
u'Adams',27,0
u'Barnes',250,0
u'Benson',364,7
u'Billings',18,0
u'Bottineau',104,5
u'Bowman',46,0
u'Burke',36,1
u'Burleigh',3983,53
u'Cass',5595,78
u'Cavalier',55,0
u'Dickey',134,0
u'Divide',9,1
u'Dunn',124,3
u'Eddy',103,3
u'Emmons',203,2
u'Foster',71,1
"u'Golden', u'Valley'",60,0
"u'Grand', u'Forks'",2362,13
u'Grant',36,1
u'Griggs',60,1
u'Hettinger',69,0
u'Kidder',59,0
u'LaMoure',82,0
u'Logan',79,0
u'McHenry',92,2
u'McIntosh',80,3
u'McKenzie',271,2
u'McLean',314,4
u'Mercer',180,1
u'Morton',1406,35
u'Mountrail',283,2
u'Nelson',81,0
u'Oliver',24,0
u'Pembina',104,0
u'Pierce',36,0
u'Ramsey',267,2
u'Ransom',85,0
u'Renville',72,1
u'Richland',258,2
u'Rolette',217,5
u'Sargent',83,1
u'Sheridan',15,0
u'Sioux',169,3
u'Slope',11,0
u'Stark',1792,16
u'Steele',29,0
u'Stutsman',538,4
u'Towner',23,0
u'Traill',129,0
u'Unknown',0,0
u'Walsh',229,1
u'Ward',1205,11
u'Wells',39,0
u'Williams',1173,7
Total,23134,271
