County,Cases,Deaths
Adams,870,10
Asotin,125,3
Benton,4606,132
Chelan,1853,16
Clallam,235,1
Clark,3356,69
Columbia,14,1
Cowlitz,688,7
Douglas,1191,9
Ferry,30,0
Franklin,4344,66
Garfield,13,0
Grant,2988,22
Grays Harbor,527,10
Island,315,12
Jefferson,71,0
King,22529,759
Kitsap,1231,14
Kittitas,545,22
Klickitat,195,3
Lewis,557,5
Lincoln,51,1
Mason,413,6
Okanogan,1057,10
Pacific,86,3
Pend Oreille,68,0
Pierce,8116,207
San Juan,29,0
Skagit,1117,22
Skamania,65,1
Snohomish,7035,212
Spokane,7079,170
Stevens,183,3
Thurston,1133,18
Wahkiakum,6,0
Walla Walla,917,5
Whatcom,1370,46
Whitman,1336,0
Yakima,11442,262
