County,Cases,Deaths
Adams,400,4
Asotin,24,2
Benton,24,110
Chelan,24,10
Clallam,94,0
Clark,94,42
Columbia,13,1
Cowlitz,446,5
Douglas,830,7
Ferry,18,0
Franklin,18,47
Garfield,2,0
Grant,2,12
Grays Harbor,99,1
Island,239,11
Jefferson,53,0
King,53,658
Kitsap,658,4
Kittitas,348,17
Klickitat,106,3
Lewis,189,3
Lincoln,13,0
Mason,163,1
Okanogan,771,2
Pacific,40,2
Pend Oreille,36,0
Pierce,36,129
San Juan,28,0
Skagit,826,21
Skamania,53,1
Snohomish,53,190
Spokane,53,61
Stevens,92,1
Thurston,640,8
Wahkiakum,5,0
Walla Walla,454,3
Whatcom,936,38
Whitman,87,0
Yakima,87,205
Unassigned,188,1
Total,188,1
