County,Cases,Deaths
Adams,386,4
Asotin,24,2
Benton,3485,109
Chelan,1106,10
Clallam,91,0
Clark,1513,42
Columbia,13,0
Cowlitz,441,5
Douglas,788,7
Ferry,13,0
Franklin,3281,47
Garfield,2,0
Grant,1231,13
Grays Harbor,96,1
Island,237,11
Jefferson,51,0
King,15390,655
Kitsap,633,4
Kittitas,347,17
Klickitat,103,3
Lewis,176,3
Lincoln,13,0
Mason,149,1
Okanogan,735,2
Pacific,40,2
Pend Oreille,35,0
Pierce,5064,127
San Juan,28,0
Skagit,805,21
Skamania,52,1
Snohomish,5087,189
Spokane,3806,60
Stevens,89,1
Thurston,636,8
Wahkiakum,5,0
Walla Walla,413,3
Whatcom,910,38
Whitman,88,0
Yakima,9961,204
Unassigned,218,2
Total,57541,1592
