County,Cases,Deaths
Adams,457,5
Asotin,28,2
Benton,3776,117
Chelan,1363,10
Clallam,139,0
Clark,1823,43
Columbia,13,1
Cowlitz,495,5
Douglas,965,7
Ferry,23,0
Franklin,3560,49
Garfield,4,0
Grant,1562,13
Grays Harbor,122,2
Island,249,11
Jefferson,55,0
King,16808,686
Kitsap,761,7
Kittitas,394,20
Klickitat,118,3
Lewis,229,4
Lincoln,27,0
Mason,229,1
Okanogan,877,5
Pacific,51,2
Pend Oreille,44,0
Pierce,5801,143
San Juan,30,0
Skagit,891,21
Skamania,57,1
Snohomish,5532,198
Spokane,4561,93
Stevens,112,1
Thurston,742,11
Wahkiakum,5,0
Walla Walla,549,3
Whatcom,991,39
Whitman,110,0
Yakima,10389,211
Unassigned,209,2
Total,64151,1716
