County,Cases,Deaths
Adams,912,10
Asotin,208,7
Benton,5099,134
Chelan,1982,16
Clallam,260,1
Clark,4180,77
Columbia,14,1
Cowlitz,792,7
Douglas,1229,9
Ferry,34,0
Franklin,4721,67
Garfield,14,0
Grant,3309,26
Grays Harbor,672,11
Island,372,12
Jefferson,84,0
King,25896,798
Kitsap,1453,22
Kittitas,708,22
Klickitat,207,3
Lewis,688,12
Lincoln,75,2
Mason,511,9
Okanogan,1097,11
Pacific,117,3
Pend Oreille,137,1
Pierce,9664,219
San Juan,30,0
Skagit,1226,23
Skamania,71,1
Snohomish,8363,228
Spokane,8945,195
Stevens,244,5
Thurston,1523,23
Wahkiakum,10,0
Walla Walla,1049,6
Whatcom,1553,49
Whitman,1733,12
Yakima,11789,271
