County,Cases,Deaths
Adams,917,10
Asotin,234,8
Benton,5243,135
Chelan,2002,17
Clallam,264,1
Clark,4352,79
Columbia,14,1
Cowlitz,803,7
Douglas,1233,11
Ferry,34,0
Franklin,4831,68
Garfield,16,0
Grant,3335,26
Grays Harbor,709,11
Island,382,12
Jefferson,87,0
King,26599,809
Kitsap,1491,22
Kittitas,725,22
Klickitat,208,3
Lewis,714,12
Lincoln,76,2
Mason,520,10
Okanogan,1105,11
Pacific,118,3
Pend Oreille,142,1
Pierce,10027,223
San Juan,32,0
Skagit,1246,23
Skamania,72,1
Snohomish,8629,230
Spokane,9279,198
Stevens,251,5
Thurston,1583,31
Wahkiakum,10,0
Walla Walla,1141,6
Whatcom,1577,50
Whitman,1789,14
Yakima,11872,272
