County,Cases,Deaths
Adams,504,6
Asotin,41,2
Benton,3851,121
Chelan,1544,10
Clallam,163,1
Clark,1933,49
Columbia,13,1
Cowlitz,505,5
Douglas,1031,7
Ferry,22,0
Franklin,3713,53
Garfield,4,0
Grant,1821,13
Grays Harbor,142,3
Island,253,12
Jefferson,59,0
King,17623,694
Kitsap,806,7
Kittitas,446,20
Klickitat,134,3
Lewis,261,4
Lincoln,31,0
Mason,262,1
Okanogan,924,6
Pacific,58,2
Pend Oreille,50,0
Pierce,6150,146
San Juan,30,0
Skagit,932,23
Skamania,58,1
Snohomish,5730,204
Spokane,4791,106
Stevens,117,1
Thurston,790,11
Wahkiakum,5,0
Walla Walla,638,4
Whatcom,1024,39
Whitman,124,0
Yakima,10625,221
Unassigned,253,5
Total,67461,1781
