County,Cases,Deaths
Adams,664,8
Asotin,56,2
Benton,4187,123
Chelan,1737,12
Clallam,212,1
Clark,2244,56
Columbia,15,1
Cowlitz,548,6
Douglas,1157,8
Ferry,27,0
Franklin,3988,58
Garfield,4,0
Grant,2376,17
Grays Harbor,255,6
Island,272,11
Jefferson,70,0
King,19892,732
Kitsap,1023,11
Kittitas,451,21
Klickitat,177,3
Lewis,353,4
Lincoln,31,1
Mason,323,1
Okanogan,999,7
Pacific,60,3
Pend Oreille,54,0
Pierce,6931,175
San Juan,29,0
Skagit,1040,22
Skamania,59,1
Snohomish,6287,207
Spokane,5436,138
Stevens,128,1
Thurston,939,16
Wahkiakum,6,0
Walla Walla,772,5
Whatcom,1118,39
Whitman,655,0
Yakima,10994,243
Unassigned,287,6
Total,75856,1945
