County,Cases,Deaths
Ashtabula,2,0
Auglaize,2,0
Belmont,3,0
Butler,6,0
Columbiana,7,0
Coshocton,1,0
Crawford,1,0
Cuyahoga,40,2
Darke,1,0
Delaware,3,0
Erie,1,0
Fairfield,5,0
Franklin,34,0
Fulton,2,0
Gallia,1,0
Geauga,2,0
Greene,1,0
Hamilton,30,1
Hancock,1,0
Highland,2,0
Jackson,1,0
Lake,10,1
Lawrence,1,0
Licking,4,0
Lorain,7,0
Lucas,29,0
Madison,1,2
Mahoning,12,0
Marion,1,0
Medina,1,0
Miami,2,1
Montgomery,4,0
Morgan,1,0
Ottawa,1,0
Pickaway,1,0
Portage,6,0
Preble,1,0
Richland,1,0
Ross,2,0
Sandusky,1,0
Seneca,1,0
Stark,12,0
Summit,6,0
Trumbull,10,0
Tuscarawas,2,0
Warren,3,0
Washington,2,0
Wayne,3,0
Wood,1,0
Wyandot,1,0
Total,273,7
