County,Cases,Deaths
Allen,1,0
Belmont,1,0
Butler,2,0
Clermont,1,0
Crawford,1,0
Cuyahoga,29,0
Delaware,2,0
Erie,1,0
Fairfield,3,0
Franklin,25,1
Greene,3,0
Hamilton,17,0
Hancock,2,0
Highland,1,0
Lake,6,0
Licking,5,0
Lorain,5,0
Lucas,7,1
Mahoning,8,0
Marion,1,0
Medina,2,0
Mercer,1,0
Miami,3,1
Montgomery,5,0
Muskingum,1,0
Pickaway,2,0
Portage,3,0
Richland,1,0
Stark,3,1
Summit,7,0
Trumbull,3,0
Tuscarawas,3,0
Union,1,0
Warren,2,0
Washington,1,0
Wyandot,1,0
Total,160,4
