County,Cases,Deaths
Adams,1,0
Allen,4,0
Ashtabula,1,0
Belmont,4,0
Butler,1,1
Carroll,1,0
Clermont,3,0
Clinton,1,0
Columbiana,3,1
Cuyahoga,22,2
Darke,5,0
Delaware,3,1
Erie,1,0
Fairfield,6,0
Franklin,28,1
Geauga,2,0
Guernsey,2,0
Hamilton,10,0
Lake,1,0
Lawrence,2,0
Licking,3,1
Logan,1,0
Lorain,3,1
Lucas,23,1
Madison,1,0
Mahoning,9,2
Marion,2,0
Medina,4,0
Miami,7,1
Montgomery,10,0
Morrow,1,0
Muskingum,1,0
Paulding,1,0
Pickaway,1,0
Portage,6,1
Richland,3,0
Shelby,1,0
Stark,6,0
Summit,9,0
Trumbull,6,0
Tuscarawas,4,0
Wood,4,0
Wyandot,1,0
Athens,0,1
Brown,0,1
Seneca,0,1
Huron,0,1
Total,208,17
