County,Cases,Deaths
Allen,3,0
Ashtabula,1,0
Butler,4,0
Carroll,1,0
Clark,2,0
Clinton,4,0
Columbiana,3,1
Coshocton,2,0
Cuyahoga,43,0
Darke,3,1
Defiance,1,0
Delaware,4,0
Franklin,42,0
Greene,1,1
Hamilton,18,1
Huron,1,0
Jefferson,1,0
Lake,6,0
Licking,3,0
Lorain,4,0
Lucas,25,0
Madison,1,0
Mahoning,21,1
Medina,3,0
Mercer,1,0
Miami,3,0
Montgomery,6,1
Ottawa,1,0
Perry,1,0
Pickaway,1,0
Portage,4,0
Seneca,1,0
Shelby,1,0
Stark,4,0
Summit,9,1
Trumbull,4,0
Tuscarawas,1,0
Warren,1,0
Wayne,1,0
Wyandot,1,0
Total,237,7
