County,Cases,Deaths
Ashtabula,2,0
Butler,6,0
Clark,2,0
Clermont,1,0
Clinton,1,0
Columbiana,3,0
Coshocton,2,0
Crawford,1,0
Cuyahoga,40,1
Darke,2,0
Delaware,10,0
Fairfield,2,0
Franklin,37,0
Geauga,2,0
Greene,5,0
Hamilton,11,0
Hancock,2,0
Lake,9,0
Lawrence,1,0
Licking,3,0
Lorain,10,0
Lucas,14,0
Madison,1,0
Mahoning,19,0
Marion,2,0
Medina,6,0
Mercer,2,0
Miami,5,2
Monroe,1,0
Montgomery,12,1
Pickaway,2,0
Portage,2,0
Preble,1,0
Shelby,2,0
Stark,4,0
Summit,12,0
Trumbull,4,0
Tuscarawas,3,0
Union,1,0
Warren,4,0
Wayne,3,0
Wood,4,0
Erie,0,1
Total,256,5
