County,Cases,Deaths
Allen,1,0
Ashtabula,1,0
Belmont,4,0
Brown,1,0
Butler,4,0
Carroll,1,0
Clark,2,0
Clermont,2,0
Clinton,1,0
Columbiana,8,0
Cuyahoga,41,2
Darke,1,1
Fairfield,2,0
Franklin,24,1
Geauga,1,0
Greene,1,0
Hamilton,31,2
Hancock,2,0
Henry,1,0
Knox,2,0
Lake,1,2
Lawrence,2,0
Licking,4,0
Lorain,4,0
Lucas,22,2
Madison,1,0
Mahoning,11,0
Marion,3,0
Medina,5,0
Mercer,1,0
Miami,1,1
Montgomery,7,0
Ottawa,1,0
Paulding,1,0
Pickaway,2,0
Portage,4,2
Preble,1,0
Richland,2,0
Shelby,1,0
Stark,7,1
Summit,12,1
Trumbull,10,0
Warren,2,0
Washington,1,0
Wayne,2,1
Wood,2,0
Total,241,16
