County,Cases,Deaths
Anderson,16,0
Andrews,19,0
Angelina,33,0
Aransas,2,0
Armstrong,1,0
Atascosa,14,1
Austin,12,0
Bandera,4,0
Bastrop,57,2
Bee,6,0
Bell,161,3
Bexar,1167,43
Blanco,6,0
Bosque,3,0
Bowie,67,1
Brazoria,392,3
Brazos,177,16
Brooks,1,0
Brown,17,1
Burleson,11,0
Burnet,14,0
Caldwell,10,0
Calhoun,23,2
Callahan,1,0
Cameron,333,12
Camp,6,0
Carson,1,0
Cass,12,0
Castro,13,1
Chambers,41,0
Cherokee,12,1
Childress,1,0
Clay,3,0
Cochran,1,0
Collin,609,14
Colorado,10,0
Comal,48,6
Comanche,3,0
Concho,1,0
Cooke,4,0
Coryell,103,1
Crane,2,0
Crosby,2,1
Dallam,4,1
Dallas,2763,72
Dawson,18,1
Deaf Smith,21,0
Delta,1,0
Denton,661,19
DeWitt,14,1
Dickens,1,0
Dimmit,1,0
Donley,24,0
Duval,1,0
Eastland,3,0
Ector,67,4
El Paso,674,10
Ellis,121,4
Erath,12,1
Falls,1,0
Fannin,13,0
Fayette,15,1
Floyd,3,0
Fort Bend,889,20
Franklin,1,0
Freestone,3,0
Frio,1,0
Gaines,2,0
Galveston,507,21
Gillespie,1,0
Goliad,6,0
Gonzales,4,0
Gray,32,0
Grayson,19,0
Gregg,58,0
Grimes,13,1
Guadalupe,64,0
Hale,19,4
Hamilton,5,0
Hansford,2,0
Hardin,91,3
Harris,5330,82
Harrison,69,1
Hartley,4,0
Hays,140,1
Hemphill,1,0
Henderson,22,0
Hidalgo,290,4
Hill,15,1
Hockley,19,1
Hood,16,2
Hopkins,4,0
Houston,4,0
Howard,4,1
Hunt,37,2
Hutchinson,10,0
Jack,4,0
Jackson,6,0
Jasper,10,0
Jefferson,234,16
Jim Hogg,1,0
Jim Wells,2,0
Johnson,54,1
Jones,7,0
Karnes,3,0
Kaufman,62,0
Kendall,15,0
Kerr,5,0
Kleberg,7,1
Knox,1,0
La Salle,1,0
Lamar,8,0
Lamb,2,0
Lampasas,2,0
Lavaca,5,0
Lee,2,0
Leon,5,0
Liberty,37,0
Limestone,11,1
Live Oak,5,0
Llano,3,0
Lubbock,481,40
Lynn,5,1
Madison,2,0
Marion,6,0
Martin,2,0
Mason,1,0
Matagorda,58,3
Maverick,14,0
McCulloch,3,0
McLennan,81,4
Medina,17,2
Midland,69,5
Milam,13,1
Mitchell,1,0
Montague,6,1
Montgomery,467,8
Moore,186,2
Morris,5,0
Motley,1,0
Nacogdoches,115,6
Navarro,26,2
Newton,2,0
Nolan,1,0
Nueces,91,1
Ochiltree,1,0
Oldham,3,1
Orange,63,0
Palo Pinto,7,1
Panola,70,1
Parker,23,0
Parmer,4,0
Pecos,6,0
Polk,18,0
Potter,221,5
Rains,2,0
Randall,137,3
Red River,1,0
Roberts,2,0
Robertson,2,0
Rockwall,49,0
Rusk,30,1
Sabine,1,0
San Augustine,16,1
San Jacinto,8,0
San Patricio,11,0
Scurry,2,0
Shelby,86,0
Sherman,10,0
Smith,131,3
Starr,7,0
Stephens,1,0
Swisher,7,0
Tarrant,1559,45
Taylor,191,3
Terry,10,0
Titus,15,0
Tom Green,42,1
Travis,1312,31
Trinity,8,0
Tyler,6,0
Upshur,13,0
Uvalde,6,0
Val Verde,12,0
Van Zandt,13,1
Victoria,105,2
Walker,151,2
Waller,25,0
Washington,78,6
Webb,321,12
Wharton,36,0
Wheeler,3,0
Wichita,62,2
Wilbarger,1,0
Willacy,10,1
Williamson,182,5
Wilson,25,2
Winkler,3,0
Wise,14,2
Wood,7,0
Yoakum,1,0
Young,4,1
Zapata,7,0
Zavala,1,0
Total,22806,593
