County,Cases,Deaths
Anderson,23,0
Andrews,19,0
Angelina,46,0
Aransas,2,0
Armstrong,2,0
Atascosa,16,1
Austin,12,0
Bandera,6,0
Bastrop,59,2
Bee,5,0
Bell,173,3
Bexar,1275,44
Blanco,6,0
Bosque,4,0
Bowie,69,1
Brazoria,464,5
Brazos,182,16
Brooks,1,0
Brown,34,3
Burleson,12,0
Burnet,15,0
Caldwell,11,0
Calhoun,30,3
Callahan,2,0
Cameron,376,14
Camp,6,0
Carson,1,0
Cass,13,0
Castro,13,1
Chambers,41,0
Cherokee,14,1
Childress,1,0
Clay,3,0
Cochran,1,0
Collin,676,17
Colorado,10,0
Comal,49,6
Comanche,3,0
Concho,1,0
Cooke,4,0
Coryell,105,1
Cottle,1,0
Crane,2,0
Crosby,2,1
Dallam,8,1
Dallas,3105,84
Dawson,21,1
Deaf Smith,26,0
Delta,1,0
Denton,725,20
DeWitt,15,1
Dickens,1,0
Dimmit,1,0
Donley,24,0
Duval,2,0
Eastland,3,0
Ector,76,4
El Paso,829,12
Ellis,133,5
Erath,12,1
Falls,3,0
Fannin,17,0
Fayette,14,1
Floyd,3,0
Fort Bend,957,22
Franklin,1,0
Freestone,3,0
Frio,4,0
Gaines,2,0
Galveston,548,24
Gillespie,1,0
Goliad,7,0
Gonzales,14,2
Gray,38,0
Grayson,24,0
Gregg,69,0
Grimes,16,1
Guadalupe,69,0
Hale,24,4
Hamilton,5,0
Hansford,5,0
Hardin,96,3
Harris,5827,98
Harrison,84,1
Hartley,4,0
Hays,155,1
Hemphill,1,0
Henderson,24,0
Hidalgo,310,5
Hill,15,1
Hockley,20,1
Hood,17,2
Hopkins,4,0
Houston,5,0
Howard,4,1
Hunt,44,2
Hutchinson,13,0
Jack,4,0
Jackson,6,0
Jasper,12,0
Jefferson,288,19
Jim Hogg,3,0
Jim Wells,3,0
Johnson,62,3
Jones,13,0
Karnes,3,0
Kaufman,75,0
Kendall,16,0
Kerr,5,0
Kleberg,9,1
Knox,1,0
La Salle,1,0
Lamar,51,0
Lamb,3,0
Lampasas,3,0
Lavaca,5,1
Lee,2,0
Leon,5,0
Liberty,39,0
Limestone,13,1
Lipscomb,1,0
Live Oak,5,0
Llano,3,0
Lubbock,504,43
Lynn,5,1
Madison,2,0
Marion,9,0
Martin,2,0
Mason,5,0
Matagorda,60,3
Maverick,16,0
McCulloch,3,0
McLennan,87,4
Medina,19,2
Midland,74,5
Milam,14,1
Mitchell,1,0
Montague,6,1
Montgomery,530,10
Moore,294,3
Morris,5,0
Motley,1,0
Nacogdoches,141,6
Navarro,28,2
Newton,2,0
Nolan,1,0
Nueces,99,3
Ochiltree,24,1
Oldham,3,1
Orange,64,0
Palo Pinto,7,1
Panola,80,1
Parker,25,0
Parmer,6,0
Pecos,9,0
Polk,18,0
Potter,396,6
Rains,2,0
Randall,191,3
Red River,1,0
Roberts,2,0
Robertson,2,0
Rockwall,58,1
Runnels,1,0
Rusk,33,1
Sabine,1,0
San Augustine,16,1
San Jacinto,9,0
San Patricio,13,0
Scurry,2,0
Shelby,101,0
Sherman,14,0
Smith,139,3
Starr,8,0
Stephens,1,0
Swisher,9,0
Tarrant,2019,53
Taylor,255,3
Terry,10,0
Titus,15,0
Tom Green,44,1
Travis,1464,42
Trinity,8,0
Tyler,6,0
Upshur,13,0
Uvalde,6,0
Val Verde,12,0
Van Zandt,14,1
Victoria,127,3
Walker,200,2
Waller,31,0
Washington,136,11
Webb,346,15
Wharton,36,0
Wheeler,5,0
Wichita,63,2
Wilbarger,1,0
Willacy,13,1
Williamson,287,6
Wilson,29,2
Winkler,3,0
Wise,15,2
Wood,7,0
Yoakum,1,0
Young,4,1
Zapata,7,0
Zavala,1,0
Total,26171,690
