County,Cases,Deaths
Anderson,30,0
Andrews,20,0
Angelina,54,0
Aransas,2,0
Armstrong,2,0
Atascosa,19,1
Austin,13,0
Bandera,6,0
Bastrop,82,2
Bee,6,0
Bell,189,3
Bexar,1374,47
Blanco,6,0
Bosque,4,0
Bowie,74,2
Brazoria,509,6
Brazos,197,16
Brewster,1,0
Brooks,1,0
Brown,36,4
Burleson,13,0
Burnet,19,0
Caldwell,14,0
Calhoun,30,3
Callahan,2,0
Cameron,412,18
Camp,6,0
Carson,2,0
Cass,14,0
Castro,15,1
Chambers,42,0
Cherokee,16,1
Childress,1,0
Clay,3,0
Cochran,1,0
Collin,724,20
Colorado,11,0
Comal,55,6
Comanche,3,1
Concho,1,0
Cooke,7,0
Coryell,158,2
Cottle,2,0
Crane,2,0
Crosby,2,1
Dallam,10,1
Dallas,3531,104
Dawson,24,1
Deaf Smith,31,0
Delta,1,0
Denton,765,21
DeWitt,15,1
Dickens,1,0
Dimmit,1,0
Donley,24,0
Duval,2,0
Eastland,3,0
Ector,78,4
El Paso,924,21
Ellis,148,6
Erath,12,1
Falls,4,0
Fannin,18,0
Fayette,15,1
Floyd,3,0
Fort Bend,1052,26
Franklin,1,0
Freestone,5,0
Frio,7,0
Gaines,2,0
Galveston,595,26
Garza,1,0
Gillespie,2,0
Glasscock,1,0
Goliad,7,0
Gonzales,21,2
Gray,58,0
Grayson,34,0
Gregg,80,0
Grimes,19,1
Guadalupe,81,0
Hale,25,4
Hamilton,5,0
Hansford,6,0
Hardin,100,3
Harris,6356,114
Harrison,113,6
Hartley,5,0
Hays,165,1
Hemphill,1,0
Henderson,25,0
Hidalgo,334,6
Hill,16,1
Hockley,21,1
Hood,18,3
Hopkins,4,0
Houston,6,0
Howard,4,1
Hunt,47,2
Hutchinson,14,0
Jack,4,0
Jackson,8,0
Jasper,16,1
Jefferson,307,21
Jim Hogg,3,0
Jim Wells,3,0
Johnson,69,4
Jones,37,0
Karnes,3,0
Kaufman,86,1
Kendall,16,0
Kerr,5,0
Kleberg,8,1
Knox,1,0
La Salle,1,0
Lamar,61,0
Lamb,3,0
Lampasas,3,0
Lavaca,6,1
Lee,2,0
Leon,6,0
Liberty,43,0
Limestone,12,1
Lipscomb,2,0
Live Oak,5,0
Llano,3,0
Lubbock,535,43
Lynn,5,1
Madison,1,0
Marion,14,0
Martin,2,0
Mason,21,0
Matagorda,60,3
Maverick,24,0
McCulloch,3,0
McLennan,89,4
Medina,20,2
Midland,79,6
Milam,16,1
Mitchell,1,0
Montague,6,1
Montgomery,602,12
Moore,350,5
Morris,5,0
Motley,1,0
Nacogdoches,160,7
Navarro,31,2
Newton,2,0
Nolan,1,0
Nueces,102,3
Ochiltree,19,1
Oldham,3,1
Orange,71,1
Palo Pinto,7,1
Panola,128,3
Parker,30,0
Parmer,8,0
Pecos,11,0
Polk,20,0
Potter,572,8
Rains,2,0
Randall,234,3
Red River,1,0
Roberts,2,0
Robertson,4,0
Rockwall,75,1
Runnels,1,0
Rusk,36,1
Sabine,1,0
San Augustine,19,1
San Jacinto,9,0
San Patricio,12,0
Scurry,2,0
Shelby,117,4
Sherman,17,0
Smith,144,3
Starr,9,0
Stephens,1,0
Swisher,9,0
Tarrant,2246,68
Taylor,319,5
Terry,11,0
Titus,17,0
Tom Green,48,1
Travis,1654,47
Trinity,8,0
Tyler,6,0
Upshur,15,0
Uvalde,6,0
Val Verde,12,0
Van Zandt,15,1
Victoria,137,3
Walker,269,2
Waller,33,0
Washington,144,15
Webb,363,16
Wharton,37,0
Wheeler,7,0
Wichita,65,2
Wilbarger,1,0
Willacy,13,1
Williamson,301,9
Wilson,32,3
Winkler,3,0
Wise,17,2
Wood,9,0
Yoakum,1,0
Young,4,1
Zapata,7,0
Zavala,1,0
Total,29229,816
