County,Cases,Deaths
Albany,0,0
Albany,23,0
Allegany,2,0
Bronx,86,0
Broome,1,0
Cattaraugus,0,0
Cayuga,0,0
Chautauqua,0,0
Chemung,0,0
Chenango,0,0
Clinton,1,0
Columbia,0,0
Cortland,0,0
Delaware,1,0
Dutchess,16,0
Erie,7,0
Essex,0,0
Franklin,0,0
Fulton,0,0
Genesee,0,0
Greene,2,0
Hamilton,0,0
Herkimer,1,0
Jefferson,0,0
Kings,123,0
Lewis,0,0
Livingston,0,0
Madison,0,0
Monroe,10,0
Montgomery,1,0
Nassau,131,0
New York,241,0
Niagara,0,0
Oneida,0,0
Onondaga,2,0
Ontario,1,0
Orange,15,0
Orleans,0,0
Oswego,0,0
Otsego,0,0
Putnam,2,0
Queens,162,0
Rensselaer,1,0
Richmond,31,0
Rockland,22,0
Saratoga,9,0
Schenectady,5,0
Schoharie,0,0
Schuyler,0,0
Seneca,0,0
St. Lawrence,0,0
Steuben,0,0
Suffolk,85,0
Sullivan,1,0
Tioga,1,0
Tompkins,2,0
Ulster,8,0
Warren,0,0
Washington,0,0
Wayne,0,0
Westchester,380,0
Wyoming,1,0
Yates,0,0
Total,1374,0
