County,Cases,Deaths
Albany,0,0
Albany,2020,0
Allegany,54,0
Bronx,46567,0
Broome,651,0
Cattaraugus,104,0
Cayuga,106,0
Chautauqua,107,0
Chemung,138,0
Chenango,138,0
Clinton,98,0
Columbia,436,0
Cortland,42,0
Delaware,88,0
Dutchess,4056,0
Erie,6785,0
Essex,40,0
Franklin,25,0
Fulton,234,0
Genesee,212,0
Greene,251,0
Hamilton,6,0
Herkimer,128,0
Jefferson,81,0
Kings,58059,0
Lewis,20,0
Livingston,123,0
Madison,334,0
Monroe,3370,0
Montgomery,104,0
Nassau,41204,0
New York,27573,0
Niagara,1166,0
Oneida,1273,0
Onondaga,2519,0
Ontario,233,0
Orange,10571,0
Orleans,267,0
Oswego,122,0
Otsego,80,0
Putnam,1288,0
Queens,63822,0
Rensselaer,513,0
Richmond,13857,0
Rockland,13423,0
Saratoga,515,0
Schenectady,725,0
Schoharie,54,0
Schuyler,12,0
Seneca,63,0
St. Lawrence,215,0
Steuben,255,0
Suffolk,40659,0
Sullivan,1430,0
Tioga,139,0
Tompkins,173,0
Ulster,1741,0
Warren,257,0
Washington,243,0
Wayne,133,0
Westchester,34290,0
Wyoming,92,0
Yates,40,0
Total,383324,0
