County,Cases,Deaths
Anderson,1,0
Bastrop,13,0
Bell,3,0
Bexar,21,0
Bosque,1,0
Bowie,5,0
Brazoria,9,1
Brazos,6,1
Burleson,2,0
Burnet,1,0
Cameron,23,0
Chambers,2,0
Clay,1,0
Collin,5,0
Comal,1,0
Cooke,1,0
Coryell,26,0
Crosby,0,1
Dallas,89,10
Denton,14,1
Ector,1,0
El Paso,46,2
Ellis,4,0
Fayette,2,0
Floyd,1,0
Fort Bend,84,3
Freestone,1,0
Galveston,15,2
Goliad,1,0
Grayson,2,0
Gregg,1,0
Hamilton,1,0
Hardin,4,0
Harris,160,6
Harrison,14,0
Hays,11,0
Henderson,1,0
Hidalgo,19,0
Hockley,1,0
Jack,1,0
Jefferson,6,0
Johnson,3,0
Kaufman,1,0
Kendall,2,0
Kerr,1,0
Kleberg,1,0
Lampasas,1,0
Leon,1,0
Liberty,3,0
Lubbock,13,4
Madison,1,0
Matagorda,1,0
McLennan,2,0
Midland,3,0
Montgomery,42,0
Moore,16,0
Nacogdoches,8,4
Nueces,4,0
Orange,1,0
Panola,2,0
Parker,1,0
Pecos,4,0
Rains,1,0
Rockwall,6,0
Rusk,1,0
Shelby,6,0
Smith,92,1
Tarrant,53,4
Taylor,6,0
Titus,1,0
Travis,44,3
Tyler,1,0
Victoria,2,1
Waller,2,0
Washington,4,1
Webb,17,0
Wharton,3,0
Willacy,1,0
Williamson,5,0
Wilson,1,1
Winkler,1,0
Wise,2,0
Young,1,1
Zapata,1,0
Total,962,47
