County,Cases,Deaths
Autauga,2021,30
Baldwin,6443,69
Barbour,996,9
Bibb,801,14
Blount,1873,25
Bullock,637,17
Butler,998,40
Calhoun,4160,59
Chambers,1330,43
Cherokee,723,14
Chilton,1826,32
Choctaw,387,12
Clarke,1273,17
Clay,722,12
Cleburne,532,7
Coffee,1682,9
Colbert,1933,30
Conecuh,556,13
Coosa,199,3
Covington,1666,29
Crenshaw,598,30
Cullman,2310,24
Dale,1638,51
Dallas,1860,27
DeKalb,3254,28
Elmore,3128,52
Escambia,1714,28
Etowah,4122,49
Fayette,557,13
Franklin,2017,31
Geneva,844,7
Greene,340,16
Hale,748,30
Henry,638,6
Houston,3655,32
Jackson,2055,15
Jefferson,22720,374
Lamar,459,5
Lauderdale,2125,40
Lawrence,811,31
Lee,6461,65
Limestone,2736,30
Lowndes,702,28
Macon,530,20
Madison,9078,94
Marengo,982,22
Marion,1050,29
Marshall,4310,48
Mobile,14405,314
Monroe,636,10
Montgomery,9820,196
Morgan,4000,33
Perry,581,6
Pickens,811,17
Pike,1313,13
Randolph,805,14
Russell,1905,3
St. Clair,2838,42
Shelby,7153,61
Sumter,468,21
Talladega,2591,35
Tallapoosa,1295,87
Tuscaloosa,10066,137
Walker,2699,93
Washington,623,12
Wilcox,559,12
Winston,906,13
Total,175674,2828
