County,Cases,Deaths
Autauga,1863,28
Baldwin,6141,64
Barbour,927,9
Bibb,708,12
Blount,1681,16
Bullock,619,16
Butler,932,40
Calhoun,3752,45
Chambers,1222,43
Cherokee,654,13
Chilton,1684,30
Choctaw,369,12
Clarke,1184,16
Clay,627,9
Cleburne,449,6
Coffee,1497,6
Colbert,1771,27
Conecuh,542,12
Coosa,183,3
Covington,1514,28
Crenshaw,554,30
Cullman,2001,21
Dale,1527,48
Dallas,1817,26
DeKalb,2709,23
Elmore,2889,50
Escambia,1670,27
Etowah,3726,45
Fayette,490,10
Franklin,1871,30
Geneva,765,6
Greene,313,15
Hale,682,28
Henry,579,5
Houston,3428,25
Jackson,1745,12
Jefferson,20965,359
Lamar,404,3
Lauderdale,1880,37
Lawrence,689,26
Lee,6243,64
Limestone,2396,23
Lowndes,672,27
Macon,503,18
Madison,8375,83
Marengo,757,20
Marion,1015,29
Marshall,4083,45
Mobile,13829,308
Monroe,601,9
Montgomery,9107,188
Morgan,3551,33
Perry,547,6
Pickens,697,15
Pike,1254,12
Randolph,723,13
Russell,1832,3
St. Clair,2521,38
Shelby,6497,56
Sumter,443,21
Talladega,2306,32
Tallapoosa,1211,85
Tuscaloosa,9364,124
Walker,2493,89
Washington,588,12
Wilcox,548,11
Winston,796,12
Total,161975,2637
