County,Cases,Deaths
Autauga,1898,28
Baldwin,6190,65
Barbour,942,9
Bibb,726,12
Blount,1704,16
Bullock,623,16
Butler,952,40
Calhoun,3823,49
Chambers,1242,43
Cherokee,666,13
Chilton,1713,30
Choctaw,375,12
Clarke,1216,16
Clay,641,9
Cleburne,467,6
Coffee,1521,6
Colbert,1804,27
Conecuh,547,12
Coosa,187,3
Covington,1541,29
Crenshaw,562,30
Cullman,2036,21
Dale,1542,50
Dallas,1829,26
DeKalb,2803,24
Elmore,2945,50
Escambia,1684,27
Etowah,3769,45
Fayette,497,10
Franklin,1886,30
Geneva,785,6
Greene,326,15
Hale,696,29
Henry,593,5
Houston,3482,25
Jackson,1799,12
Jefferson,21335,362
Lamar,413,3
Lauderdale,1914,37
Lawrence,711,28
Lee,6281,64
Limestone,2478,23
Lowndes,679,27
Macon,512,18
Madison,8483,83
Marengo,876,20
Marion,1020,29
Marshall,4137,45
Mobile,13920,308
Monroe,608,9
Montgomery,9210,189
Morgan,3632,32
Perry,566,6
Pickens,712,15
Pike,1266,12
Randolph,736,13
Russell,1843,3
St. Clair,2573,41
Shelby,6637,58
Sumter,454,21
Talladega,2375,33
Tallapoosa,1220,85
Tuscaloosa,9430,128
Walker,2527,91
Washington,599,12
Wilcox,551,11
Winston,816,12
Total,164526,2664
