County,Cases,Deaths
Autauga,2030,30
Baldwin,6615,69
Barbour,1012,9
Bibb,825,14
Blount,1911,25
Bullock,639,17
Butler,1002,40
Calhoun,4224,61
Chambers,1343,43
Cherokee,731,14
Chilton,1858,32
Choctaw,390,12
Clarke,1336,17
Clay,736,12
Cleburne,551,8
Coffee,1732,11
Colbert,1987,31
Conecuh,560,13
Coosa,203,3
Covington,1714,29
Crenshaw,603,30
Cullman,2399,25
Dale,1665,51
Dallas,1863,27
DeKalb,3360,29
Elmore,3173,53
Escambia,1722,30
Etowah,4214,50
Fayette,569,13
Franklin,2032,31
Geneva,861,7
Greene,342,16
Hale,758,30
Henry,643,6
Houston,3717,34
Jackson,2125,15
Jefferson,22988,375
Lamar,474,5
Lauderdale,2180,42
Lawrence,837,32
Lee,6517,65
Limestone,2797,30
Lowndes,704,28
Macon,530,20
Madison,9228,94
Marengo,1002,22
Marion,1071,29
Marshall,4372,49
Mobile,16788,315
Monroe,645,10
Montgomery,9978,197
Morgan,4071,35
Perry,585,6
Pickens,836,18
Pike,1327,13
Randolph,820,16
Russell,1928,3
St. Clair,2891,42
Shelby,7274,63
Sumter,472,21
Talladega,2636,35
Tallapoosa,1313,87
Tuscaloosa,10235,140
Walker,2755,93
Washington,734,12
Wilcox,564,12
Winston,919,13
Total,180916,2859
