County,Cases,Deaths
Adams,4,0
Allen,49,0
Ashland,8,0
Ashtabula,8,0
Athens,5,0
Auglaize,15,0
Belmont,12,0
Brown,3,0
Butler,92,0
Carroll,8,0
Champaign,11,0
Clark,22,0
Clermont,44,0
Clinton,7,0
Columbiana,32,0
Coshocton,11,0
Crawford,15,0
Cuyahoga,721,2
Darke,14,1
Defiance,10,0
Delaware,122,1
Erie,34,1
Fairfield,51,0
Fayette,3,0
Franklin,606,6
Fulton,4,0
Gallia,4,1
Geauga,34,0
Greene,47,0
Guernsey,1,0
Hamilton,304,1
Hancock,26,0
Hardin,2,0
Henry,3,0
Highland,3,0
Hocking,1,0
Holmes,4,0
Huron,13,0
Jackson,4,0
Jefferson,6,0
Knox,6,0
Lake,76,0
Lawrence,4,0
Licking,55,0
Logan,10,0
Lorain,103,0
Lucas,277,2
Madison,14,0
Mahoning,246,3
Marion,12,0
Medina,78,0
Meigs,2,0
Mercer,10,0
Miami,109,4
Monroe,2,0
Montgomery,180,1
Morgan,2,0
Morrow,3,0
Muskingum,12,0
Noble,3,0
Ottawa,7,0
Paulding,2,0
Perry,4,0
Pickaway,21,0
Pike,1,0
Portage,47,0
Preble,10,0
Putnam,6,0
Richland,21,0
Ross,6,0
Sandusky,7,0
Scioto,4,0
Seneca,7,0
Shelby,15,0
Stark,75,2
Summit,198,4
Trumbull,79,1
Tuscarawas,25,0
Union,24,0
Van Wert,5,0
Warren,109,0
Washington,11,0
Wayne,24,0
Williams,9,0
Wood,41,0
Wyandot,10,0
Total,4335,30
