County,Cases,Deaths
Alachua,286,5
Baker,22,3
Bay,76,3
Bradford,48,2
Brevard,308,8
Broward,5312,207
Calhoun,15,0
Charlotte,249,25
Citrus,99,11
Clay,279,18
Collier,640,21
Columbia,92,2
Desoto,32,4
Dixie,9,0
Duval,1045,24
Escambia,593,13
Flagler,140,3
Franklin,2,0
Gadsden,107,0
Gilchrist,6,0
Glades,6,1
Gulf,1,0
Hamilton,7,0
Hardee,32,0
Hendry,101,4
Hernando,94,5
Highlands,85,7
Hillsborough,1281,27
Holmes,10,0
Indian River,97,8
Jackson,15,0
Jefferson,28,2
Lafayette,2,0
Lake,234,13
Lee,1118,45
Leon,234,4
Levy,19,0
Liberty,60,0
Madison,60,2
Manatee,619,59
Marion,184,5
Martin,202,6
Miami-Dade,12775,369
Monroe,80,3
Nassau,59,1
Okaloosa,160,5
Okeechobee,14,0
Orange,1434,35
Osceola,509,8
Palm Beach,3130,196
Pasco,278,8
Pinellas,766,41
Polk,523,26
Putnam,120,2
Santa Rosa,157,8
Sarasota,377,47
Seminole,394,8
St. Johns,211,4
St. Lucie,257,24
Sumter,226,14
Suwannee,141,16
Taylor,3,0
Union,5,0
Unknown,12,0
Volusia,513,26
Wakulla,24,1
Walton,49,0
Washington,12,0
Total,36078,1379
