County,Cases,Deaths
Alachua,254,2
Baker,20,3
Bay,68,2
Bradford,44,2
Brevard,266,8
Broward,4794,174
Calhoun,6,0
Charlotte,211,14
Citrus,97,11
Clay,271,14
Collier,562,15
Columbia,53,0
Desoto,25,4
Dixie,5,0
Duval,990,19
Escambia,470,11
Flagler,127,2
Franklin,2,0
Gadsden,87,0
Gilchrist,4,0
Glades,6,1
Gulf,1,0
Hamilton,6,0
Hardee,13,0
Hendry,68,2
Hernando,89,4
Highlands,80,7
Hillsborough,1062,21
Holmes,9,0
Indian River,90,5
Jackson,13,0
Jefferson,28,2
Lafayette,1,0
Lake,223,10
Lee,971,37
Leon,212,3
Levy,13,0
Liberty,2,0
Madison,44,2
Manatee,533,42
Marion,151,4
Martin,183,5
Miami-Dade,11570,302
Monroe,79,3
Nassau,53,0
Okaloosa,149,3
Okeechobee,10,0
Orange,1339,30
Osceola,470,7
Palm Beach,2763,156
Pasco,237,5
Pinellas,698,25
Polk,441,18
Putnam,87,1
Santa Rosa,150,6
Sarasota,323,32
Seminole,367,8
St. Johns,204,4
St. Lucie,236,20
Sumter,173,12
Suwannee,118,11
Taylor,3,0
Union,4,0
Unknown,1,0
Volusia,440,18
Wakulla,22,1
Walton,35,0
Washington,12,0
Total,32138,1088
