County,Cases,Deaths
Alachua,354,7
Baker,26,3
Bay,92,3
Bradford,50,2
Brevard,380,11
Broward,6580,286
Calhoun,52,3
Charlotte,412,54
Citrus,118,12
Clay3521%2354,29,0
Collier,1160,42
Columbia,121,2
Desoto,97,8
Dixie,33,1
Duval,1376,41
Escambia,740,25
Flagler,173,4
Franklin,2,0
Gadsden,252,1
Gilchrist,10,0
Glades,19,1
Gulf,1,0
Hamilton,159,0
Hardee,60,0
Hendry,250,12
Hernando,110,5
Highlands,111,8
Hillsborough,1790,70
Holmes,16,0
Indian River,112,9
Jackson,219,0
Lafayette,7,0
Lake,266,15
Lee,1666,92
Leon,329,6
Levy,27,0
Liberty,204,0
Madison,66,3
Manatee,946,90
Marion,233,5
Martin,476,9
Miami-Dade,16522,614
Monroe,101,3
Nassau,69,1
Okaloosa,185,6
Okeechobee,55,0
Orange,1744,38
Osceola,644,18
Palm Beach,5072,311
Pasco,338,12
Pinellas,1116,73
Polk,840,49
Putnam,138,4
Santa Rosa,202,9
Sarasota,565,70
Seminole,449,12
St. Johns,236,5
St. Lucie,363,28
Sumter,252,17
Suwannee,164,18
Taylor,10,0
Union,28,0
Unknown,84,0
Volusia,640,36
Wakulla,32,1
Walton,100,7
Washington,24,1
Total,49451,2163
