County,Cases,Deaths
Alachua,412,8
Baker,29,4
Bay,135,4
Bradford,52,2
Brevard,484,13
Broward,8193,349
Calhoun,64,4
Charlotte,505,72
Citrus,130,12
Clay,420,32
Collier,2230,57
Columbia,175,2
Desoto,299,8
Dixie,60,2
Duval,1848,55
Escambia,915,36
Flagler,200,4
Franklin,2,0
Gadsden,298,4
Gilchrist,19,0
Glades,104,1
Gulf,8,0
Hamilton,267,2
Hardee,160,0
Hendry,580,19
Hernando,129,5
Highlands,153,9
Hillsborough,3027,94
Holmes,31,0
Indian River,172,11
Jackson,311,1
Jefferson,31,4
Lafayette,12,0
Lake,342,15
Lee,2422,126
Leon,451,8
Levy,90,1
Liberty,218,1
Madison,71,3
Manatee,1245,112
Marion,286,8
Martin,958,15
Miami-Dade,20277,784
Monroe,116,5
Nassau,84,1
Okaloosa,287,6
Okeechobee,149,0
Orange,2542,46
Osceola,770,21
Palm Beach,7678,397
Pasco,457,15
Pinellas,1746,33
Polk,1287,0
Putnam,176,0
Santa Rosa,262,0
Sarasota,705,0
Seminole,585,0
St. Johns,288,0
St. Lucie,696,0
Sumter,265,0
Suwannee,178,0
Taylor,47,0
Union,38,0
Unknown,96,0
Volusia,849,0
Wakulla,35,0
Walton,135,0
Washington,85,0
Total,67371,2411
