County,Cases,Deaths
Alachua,329,7
Baker,26,3
Bay,83,3
Bradford,49,2
Brevard,359,10
Broward,6201,278
Calhoun,38,1
Charlotte,370,41
Citrus,110,11
Clay,313,25
Collier,923,37
Columbia,108,2
Desoto,61,6
Dixie,22,0
Duval,1259,34
Escambia,682,20
Flagler,156,4
Franklin,2,0
Gadsden,212,1
Gilchrist,7,0
Glades,9,1
Gulf,1,0
Hamilton,144,0
Hardee,39,0
Hendry,205,12
Hernando,108,5
Highlands,104,8
Hillsborough,1585,51
Holmes,10,0
Indian River,104,9
Jackson,126,0
Jefferson,28,2
Lafayette,6,0
Lake,250,14
Lee,1401,79
Leon,276,6
Levy,24,0
Liberty,199,0
Madison,62,3
Manatee,834,81
Marion,220,5
Martin,296,6
Miami-Dade,15366,559
Monroe,95,3
Nassau,65,1
Okaloosa,177,5
Okeechobee,34,0
Orange,1629,38
Osceola,616,17
Palm Beach,4440,275
Pasco,314,9
Pinellas,1008,67
Polk,722,41
Putnam,128,3
Santa Rosa,182,9
Sarasota,498,58
Seminole,431,12
St. Johns,231,5
St. Lucie,316,27
Sumter,251,16
Suwannee,153,18
Taylor,3,0
Union,20,0
Unknown,79,0
Volusia,591,30
Wakulla,31,1
Walton,77,2
Washington,13,1
Total,44811,1964
