County,Cases,Deaths
Illinois,134185,6485
Adams,45,1
Alexander,17,0
Bond,12,1
Boone,542,19
Brown,10,0
Bureau,24,1
Calhoun,1,0
Carroll,20,2
Cass,78,0
Champaign,754,10
Chicago,49929,2442
Christian,39,4
Clark,13,0
Clay,2,0
Clinton,216,17
Coles,145,17
Cook,35929,1862
Crawford,17,0
Cumberland,10,0
De Witt,4,0
DeKalb,499,16
Douglas,39,0
DuPage,8546,435
Edgar,2,0
Edwards,2,0
Effingham,9,1
Fayette,23,3
Ford,22,1
Franklin,12,0
Fulton,11,0
Gallatin,2,0
Greene,8,0
Grundy,133,2
Hamilton,2,0
Hancock,18,1
Hardin,1,0
Henderson,8,0
Henry,71,1
Iroquois,142,5
Jackson,321,18
Jasper,46,7
Jefferson,104,16
Jersey,29,1
Jo Daviess,35,1
Johnson,20,0
Kane,7202,236
Kankakee,1109,60
Kendall,897,20
Knox,113,0
Lake,9154,389
LaSalle,183,16
Lawrence,4,0
Lee,90,1
Livingston,35,2
Logan,11,0
Macon,213,21
Macoupin,45,3
Madison,750,66
Marion,55,0
Marshall,5,0
Mason,18,0
Massac,7,0
McDonough,100,15
McHenry,1872,88
McLean,246,13
Menard,23,0
Mercer,19,0
Monroe,109,12
Montgomery,41,1
Morgan,110,2
Moultrie,16,0
Ogle,230,4
Out Of State,58,0
Peoria,405,21
Perry,44,0
Piatt,14,0
Pike,2,0
Pope,1,0
Pulaski,62,0
Putnam,1,0
Randolph,279,7
Richland,4,0
Rock Island,760,28
Saline,7,0
Sangamon,382,31
Schuyler,13,0
Shelby,16,1
St. Clair,1520,122
Stark,3,0
Stephenson,233,5
Tazewell,97,7
Unassigned,44,0
Union,174,18
Vermilion,47,2
Wabash,14,0
Warren,127,0
Washington,19,0
Wayne,9,1
White,3,0
Whiteside,163,15
Will,6222,308
Williamson,89,3
Winnebago,2776,81
Woodford,28,2
Total,268370,12970
