County,Cases,Deaths
Fairfield,384,0
Fairfield,3050,0
Hartford,751,0
Litchfield,197,0
Middlesex,110,0
New Haven,1162,0
New London,57,0
Tolland,94,0
Windham,32,0
Total,5837,0
