County,Cases,Deaths
Acadia,152,11
Allen,90,9
Ascension,695,48
Assumption,228,11
Avoyelles,75,7
Beauregard,46,4
Bienville,77,20
Bossier,312,21
Caddo,1765,132
Calcasieu,496,37
Caldwell,48,0
Cameron,3,0
Catahoula,85,3
Claiborne,59,9
Concordia,43,4
De Soto,215,14
East Baton Rouge,2398,188
East Carroll,23,0
East Feliciana,136,20
Evangeline,67,1
Franklin,208,4
Grant,18,0
Iberia,286,26
Iberville,501,36
Jackson,67,5
Jefferson,6755,402
Jefferson Davis,68,6
La Salle,33,0
Lafayette,508,22
Lafourche,713,59
Lincoln,107,11
Livingston,281,24
Madison,13,0
Morehouse,65,5
Natchitoches,100,9
Orleans,6693,470
Ouachita,842,25
Out of State,0,0
Parish Under Investigation,64,2
Plaquemines,190,17
Pointe Coupee,136,17
Rapides,370,13
Red River,36,6
Richland,103,1
Sabine,19,1
St. Bernard,514,20
St. Charles,595,43
St. Helena,35,1
St. James,256,20
St. John the Baptist,801,77
St. Landry,214,50
St. Martin,260,21
St. Mary,250,26
St. Tammany,1463,136
Tangipahoa,670,28
Tensas,6,0
Terrebonne,528,39
Union,169,10
Vermilion,41,2
Vernon,18,2
Washington,342,26
Webster,100,4
West Baton Rouge,123,29
West Carroll,5,0
West Feliciana,184,6
Winn,52,2
Total,31815,2242
