County,Cases,Deaths
Acadia,148,11
Allen,90,9
Ascension,694,46
Assumption,228,11
Avoyelles,74,7
Beauregard,46,4
Bienville,77,18
Bossier,310,20
Caddo,1751,133
Calcasieu,493,37
Caldwell,48,0
Cameron,3,0
Catahoula,85,2
Claiborne,59,9
Concordia,43,4
De Soto,214,13
East Baton Rouge,2374,182
East Carroll,17,0
East Feliciana,135,21
Evangeline,67,1
Franklin,206,4
Grant,18,0
Iberia,285,26
Iberville,499,36
Jackson,64,4
Jefferson,6709,397
Jefferson Davis,67,6
La Salle,33,0
Lafayette,501,22
Lafourche,711,59
Lincoln,106,11
Livingston,278,24
Madison,12,0
Morehouse,62,5
Natchitoches,100,9
Orleans,6682,468
Ouachita,842,25
Out of State,0,0
Parish Under Investigation,64,1
Plaquemines,190,17
Pointe Coupee,126,17
Rapides,362,13
Red River,36,6
Richland,100,1
Sabine,17,1
St. Bernard,513,20
St. Charles,594,43
St. Helena,35,1
St. James,257,20
St. John the Baptist,801,76
St. Landry,215,50
St. Martin,257,21
St. Mary,245,26
St. Tammany,1452,133
Tangipahoa,654,28
Tensas,6,0
Terrebonne,523,38
Union,165,9
Vermilion,41,2
Vernon,18,2
Washington,337,26
Webster,98,4
West Baton Rouge,123,26
West Carroll,4,0
West Feliciana,184,6
Winn,52,2
Total,31600,2213
