County,Cases,Deaths
Acadia,189,11
Allen,94,10
Ascension,749,48
Assumption,235,11
Avoyelles,80,9
Beauregard,50,4
Bienville,83,20
Bossier,336,23
Caddo,1846,147
Calcasieu,513,40
Caldwell,48,0
Cameron,3,0
Catahoula,103,3
Claiborne,59,10
Concordia,55,4
De Soto,225,14
East Baton Rouge,2953,205
East Carroll,26,0
East Feliciana,172,21
Evangeline,74,1
Franklin,266,8
Grant,20,1
Iberia,352,31
Iberville,543,38
Jackson,69,8
Jefferson,6897,424
Jefferson Davis,70,6
La Salle,36,0
Lafayette,543,23
Lafourche,724,63
Lincoln,122,13
Livingston,347,23
Madison,24,0
Morehouse,92,5
Natchitoches,102,12
Orleans,6787,489
Ouachita,891,31
Out of State,0,0
Parish Under Investigation,65,0
Plaquemines,193,16
Pointe Coupee,155,18
Rapides,424,14
Red River,40,6
Richland,106,1
Sabine,29,0
St. Bernard,517,18
St. Charles,606,41
St. Helena,40,1
St. James,284,23
St. John the Baptist,830,77
St. Landry,244,51
St. Martin,278,22
St. Mary,268,28
St. Tammany,1520,143
Tangipahoa,707,30
Tensas,6,0
Terrebonne,557,43
Union,238,13
Vermilion,43,3
Vernon,19,2
Washington,357,31
Webster,112,5
West Baton Rouge,150,30
West Carroll,11,0
West Feliciana,184,8
Winn,76,2
Total,33837,2382
