County,Cases,Deaths
Acadia,134,10
Allen,90,9
Ascension,644,40
Assumption,197,6
Avoyelles,74,7
Beauregard,43,3
Bienville,76,13
Bossier,295,17
Caddo,1610,114
Calcasieu,455,31
Caldwell,31,0
Cameron,3,0
Catahoula,45,2
Claiborne,58,7
Concordia,39,4
De Soto,198,12
East Baton Rouge,2086,153
East Carroll,9,0
East Feliciana,129,16
Evangeline,59,1
Franklin,131,3
Grant,15,0
Iberia,267,23
Iberville,476,32
Jackson,42,3
Jefferson,6388,371
Jefferson Davis,64,6
La Salle,26,0
Lafayette,466,20
Lafourche,669,52
Lincoln,90,9
Livingston,238,16
Madison,8,0
Morehouse,55,4
Natchitoches,87,4
Orleans,6538,441
Ouachita,770,22
Out of State,0,0
Parish Under Investigation,63,0
Plaquemines,180,17
Pointe Coupee,103,15
Rapides,281,10
Red River,32,5
Richland,74,0
Sabine,17,1
St. Bernard,475,20
St. Charles,582,40
St. Helena,30,1
St. James,250,20
St. John the Baptist,772,71
St. Landry,186,45
St. Martin,244,18
St. Mary,205,23
St. Tammany,1325,114
Tangipahoa,584,23
Tensas,2,0
Terrebonne,459,33
Union,135,7
Vermilion,38,1
Vernon,16,2
Washington,285,21
Webster,92,4
West Baton Rouge,110,22
West Carroll,4,0
West Feliciana,149,3
Winn,42,2
Total,29340,1969
