County,Cases,Deaths
Acadia,3060,0
Allen,1801,0
Ascension,3988,0
Assumption,794,0
Avoyelles,1686,0
Beauregard,1053,0
Bienville,574,0
Bossier,3836,0
Caddo,9583,0
Calcasieu,8233,0
Caldwell,352,0
Cameron,248,0
Catahoula,478,0
Claiborne,602,0
Concordia,583,0
DeSoto,983,0
East Baton Rouge,16044,0
East Carroll,564,0
East Feliciana,1910,0
Evangeline,1387,0
Franklin,1303,0
Grant,539,0
Iberia,3055,0
Iberville,1452,0
Jackson,819,0
Jefferson,18469,0
Jefferson Davis,1319,0
LaSalle,570,0
Lafayette,9281,0
Lafourche,3932,0
Lincoln,1659,0
Livingston,4280,0
Madison,908,0
Morehouse,876,0
Natchitoches,1374,0
Orleans,13307,0
Ouachita,6804,0
Plaquemines,903,0
Pointe Coupee,1117,0
Rapides,4639,0
Red River,389,0
Richland,940,0
Sabine,966,0
St. Bernard,1526,0
St. Charles,2018,0
St. Helena,457,0
St. James,834,0
St. John the Baptist,1627,0
St. Landry,3525,0
St. Martin,2182,0
St. Mary,2020,0
St. Tammany,7891,0
Tangipahoa,5058,0
Tensas,187,0
Terrebonne,3818,0
Union,1083,0
Vermilion,2096,0
Vernon,1115,0
Washington,1870,0
Webster,1418,0
West Baton Rouge,968,0
West Carroll,372,0
West Feliciana,771,0
Winn,0,0
Total,177496,0
